age,gender,height,weight,bmi,calories_intake,exercise_type,intensity_level,frequency_per_week,activity_level,recommended_calories,protein_grams_per_day,carbs_grams_per_day,fats_grams_per_day
37,male,1.76,64,20.7,3186,strength,low,4,sedentary,1872.0,163.8,187.2,52.0
54,female,1.88,56,15.8,1911,cardio,high,6,very active,2549.4,191.2,350.5,42.5
23,male,1.74,94,31.0,2939,cardio,high,5,very active,2807.7,280.8,245.7,78.0
42,female,1.85,76,22.2,2634,cardio+strength,medium,5,moderate,2395.1,191.6,251.5,69.2
56,male,1.57,81,32.9,1609,cardio,high,6,very active,2115.5,211.6,185.1,58.8
57,female,1.55,110,45.8,2272,cardio+strength,medium,5,moderate,2015.3,211.6,161.2,58.2
62,female,1.6,51,19.9,2480,cardio+strength,medium,4,moderate,1610.5,128.8,169.1,46.5
46,female,1.51,108,47.4,3932,yoga,low,2,light,1745.0,174.5,109.1,67.9
19,male,1.94,85,22.6,2040,yoga,low,4,sedentary,2367.0,177.5,207.1,92.0
39,female,1.63,67,25.2,3429,strength,low,6,sedentary,1099.3,123.7,82.4,30.5
64,male,1.46,53,24.9,1556,strength,low,5,sedentary,1353.0,118.4,135.3,37.6
31,male,1.47,52,24.1,3130,bodyweight,low,3,sedentary,1546.5,116.0,154.7,51.5
47,female,1.76,109,35.2,3201,cardio+strength,medium,4,moderate,2280.7,239.5,182.5,65.9
42,female,1.49,64,28.8,2636,cardio+strength,high,5,very active,1570.4,164.9,125.6,45.4
20,female,1.49,71,32.0,2136,cardio+strength,high,6,very active,1880.9,197.5,150.5,54.3
49,female,1.65,53,19.5,2770,cardio+strength,medium,4,moderate,1790.6,143.2,188.0,51.7
59,female,1.81,75,22.9,1737,cardio+strength,high,4,moderate,2209.1,176.7,232.0,63.8
30,male,1.91,59,16.2,3357,bodyweight,low,3,sedentary,2266.5,170.0,283.3,50.4
54,male,1.6,67,26.2,1989,yoga,low,4,sedentary,1186.0,118.6,74.1,46.1
15,male,1.8,65,20.1,3533,yoga,low,3,sedentary,2046.0,153.4,179.0,79.6
37,female,1.53,61,26.1,2600,cardio+strength,medium,4,moderate,1391.4,146.1,111.3,40.2
61,male,1.84,48,14.2,2872,yoga,low,2,light,2128.8,159.7,239.5,59.1
42,female,1.71,78,26.7,3861,cardio,high,6,very active,2049.1,204.9,179.3,56.9
55,male,1.7,110,38.1,2975,cardio,high,6,very active,2764.6,276.5,241.9,76.8
18,female,1.88,66,18.7,3006,yoga,low,2,light,2178.0,163.3,190.6,84.7
25,female,1.84,59,17.4,2435,yoga,low,3,sedentary,2044.8,153.4,230.0,56.8
62,male,1.47,46,21.3,2501,yoga,low,3,sedentary,1288.5,96.6,112.7,50.1
17,female,1.63,64,24.1,2233,yoga,low,3,sedentary,1695.3,127.1,148.3,65.9
17,female,1.56,76,31.2,3204,strength,low,5,sedentary,1286.8,144.8,96.5,35.7
61,female,1.59,54,21.4,3841,cardio,high,5,very active,1841.9,138.1,207.2,51.2
38,male,1.7,51,17.6,2234,yoga,low,4,sedentary,1965.0,147.4,221.1,54.6
29,male,1.93,53,14.2,3405,yoga,low,4,sedentary,2215.5,166.2,249.2,61.5
33,female,1.61,103,39.7,1532,cardio+strength,high,5,very active,2450.2,257.3,196.0,70.8
38,male,1.6,83,32.4,2493,cardio+strength,medium,4,moderate,2049.8,215.2,164.0,59.2
44,female,1.75,108,35.3,2300,cardio+strength,high,4,moderate,2278.8,239.3,182.3,65.8
61,male,1.53,97,41.4,1597,cardio+strength,medium,4,moderate,2020.7,212.2,161.7,58.4
29,female,1.77,46,14.7,2872,strength,low,4,sedentary,1812.3,158.6,226.5,30.2
15,female,1.87,84,24.0,1925,strength,low,4,sedentary,2127.3,186.1,212.7,59.1
28,male,1.66,52,18.9,2083,cardio,high,5,very active,2453.8,184.0,276.1,68.2
60,female,1.5,74,32.9,3628,cardio,high,6,very active,1598.5,159.9,139.9,44.4
41,female,1.68,55,19.5,3878,yoga,low,3,sedentary,1480.8,111.1,129.6,57.6
21,male,1.77,95,30.3,1806,yoga,low,2,light,2189.8,219.0,136.9,85.2
52,male,1.67,61,21.9,2469,cardio+strength,medium,3,moderate,2168.1,173.4,227.7,62.6
33,female,1.88,95,26.9,2836,cardio+strength,medium,3,moderate,2288.5,240.3,183.1,66.1
35,female,1.59,54,21.4,2330,yoga,low,4,sedentary,1437.3,107.8,125.8,55.9
23,male,1.53,66,28.2,3341,yoga,low,4,sedentary,1307.5,130.8,81.7,50.8
44,female,1.65,90,33.1,2350,strength,low,6,sedentary,1360.3,153.0,102.0,37.8
43,female,1.68,60,21.3,1870,cardio+strength,high,6,very active,2197.7,175.8,230.8,63.5
25,female,1.86,50,14.5,2380,yoga,low,3,sedentary,1951.8,146.4,219.6,54.2
35,male,1.5,76,33.8,2957,yoga,low,4,sedentary,1333.0,133.3,83.3,51.8
40,male,1.79,78,24.3,2212,yoga,low,2,light,2342.7,175.7,205.0,91.1
16,female,1.88,76,21.5,1887,cardio,high,6,very active,2922.2,219.2,328.7,81.2
44,male,1.85,62,18.1,1997,yoga,low,3,sedentary,2173.5,163.0,244.5,60.4
15,male,1.87,73,20.9,2035,yoga,low,4,sedentary,2194.5,164.6,192.0,85.3
27,female,1.64,55,20.4,3885,yoga,low,4,sedentary,1534.8,115.1,134.3,59.7
52,female,1.91,54,14.8,1589,yoga,low,2,light,2105.0,157.9,236.8,58.5
19,male,1.9,101,28.0,2027,cardio+strength,medium,3,moderate,2766.6,290.5,221.3,79.9
20,female,1.51,104,45.6,1707,cardio+strength,medium,5,moderate,2170.3,227.9,173.6,62.7
25,female,1.86,95,27.5,3532,yoga,low,3,sedentary,1691.8,169.2,105.7,65.8
16,female,1.79,67,20.9,2949,cardio,high,6,very active,2669.9,200.2,300.4,74.2
28,male,1.59,102,40.3,2108,yoga,low,3,sedentary,1754.5,175.5,109.7,68.2
17,male,1.77,108,34.5,3187,yoga,high,3,moderate,2764.7,276.5,172.8,107.5
50,female,1.48,80,36.5,3068,cardio,high,5,very active,1766.7,176.7,154.6,49.1
23,female,1.55,76,31.6,3726,cardio+strength,medium,5,moderate,1751.8,183.9,140.1,50.6
65,male,1.94,90,23.9,3464,cardio,high,6,very active,3092.1,231.9,347.9,85.9
49,female,1.62,109,41.5,2817,cardio+strength,medium,4,moderate,2129.6,223.6,170.4,61.5
39,female,1.54,85,35.8,3945,yoga,low,4,sedentary,1247.8,124.8,78.0,48.5
29,male,1.9,80,22.2,1739,yoga,low,2,light,2540.3,190.5,222.3,98.8
45,female,1.83,74,22.1,2153,yoga,low,4,sedentary,1797.3,134.8,157.3,69.9
21,male,1.78,79,24.9,3685,cardio,high,5,very active,3109.3,233.2,349.8,86.4
65,male,1.83,73,21.8,3858,cardio+strength,medium,5,moderate,2408.3,192.7,252.9,69.6
39,female,1.92,67,18.2,2221,yoga,low,4,sedentary,2116.8,158.8,238.1,58.8
30,female,1.85,90,26.3,3923,yoga,low,3,sedentary,1594.3,159.4,99.6,62.0
16,female,1.92,63,17.1,3806,cardio,high,6,very active,3041.0,228.1,418.1,50.7
27,female,1.72,67,22.6,3508,cardio+strength,medium,3,moderate,2246.0,179.7,235.8,64.9
17,male,1.48,73,33.3,1581,cardio+strength,medium,3,moderate,1941.2,203.8,155.3,56.1
48,female,1.45,70,33.3,2034,strength,low,3,sedentary,946.3,106.5,71.0,26.3
36,male,1.91,86,23.6,1743,cardio+strength,medium,4,moderate,2912.1,233.0,305.8,84.1
16,male,1.74,63,20.8,1954,yoga,medium,3,moderate,2545.9,190.9,222.8,99.0
48,female,1.93,92,24.7,3120,strength,low,6,sedentary,2070.3,181.2,207.0,57.5
52,male,1.62,86,32.8,2058,cardio,high,5,very active,2290.2,229.0,200.4,63.6
25,female,1.85,107,31.3,2799,yoga,low,4,sedentary,1828.3,182.8,114.3,71.1
26,female,1.56,67,27.5,3049,cardio,high,5,very active,1835.7,183.6,160.6,51.0
34,female,1.51,45,19.7,3846,cardio+strength,high,5,very active,1833.2,146.7,192.5,53.0
40,male,1.54,85,35.8,2404,yoga,low,4,sedentary,1441.0,144.1,90.1,56.0
55,male,1.92,63,17.1,2856,cardio,high,5,very active,2991.0,224.3,411.3,49.9
62,male,1.57,85,34.5,2187,cardio+strength,medium,5,moderate,1865.7,195.9,149.3,53.9
55,male,1.86,87,25.1,3329,cardio+strength,medium,3,moderate,2231.9,234.3,178.6,64.5
15,female,1.55,53,22.1,2935,cardio,high,5,very active,2178.2,163.4,245.0,60.5
31,male,1.81,51,15.6,3080,cardio+strength,high,5,very active,2872.4,229.8,373.4,51.1
43,female,1.93,97,26.0,3519,cardio+strength,medium,3,moderate,2290.4,240.5,183.2,66.2
39,female,1.72,57,19.3,3463,cardio+strength,medium,5,moderate,1998.0,159.8,209.8,57.7
65,male,1.53,54,23.1,1636,yoga,low,3,sedentary,1411.5,105.9,123.5,54.9
33,male,1.61,58,22.4,1803,cardio+strength,medium,3,moderate,2210.7,176.9,232.1,63.9
36,male,1.89,65,18.2,1807,yoga,low,3,sedentary,2287.5,171.6,257.3,63.5
50,male,1.62,106,40.4,1626,cardio,high,5,very active,2652.4,265.2,232.1,73.7
42,male,1.75,100,32.7,2143,cardio,high,5,very active,2758.1,275.8,241.3,76.6
18,male,1.62,69,26.3,3176,cardio,high,5,very active,2290.2,229.0,200.4,63.6
59,female,1.78,83,26.2,2472,bodyweight,low,3,sedentary,1283.8,128.4,96.3,42.8
21,male,1.65,107,39.3,2129,yoga,low,2,light,2251.7,225.2,140.7,87.6
18,female,1.45,56,26.6,2706,cardio,high,5,very active,1596.3,159.6,139.7,44.3
57,female,1.55,48,20.0,2347,yoga,low,2,light,1378.8,103.4,120.6,53.6
25,female,1.94,105,27.9,1973,cardio,high,5,very active,2909.5,290.9,254.6,80.8
34,female,1.69,78,27.3,1873,yoga,low,2,light,1569.7,157.0,98.1,61.0
56,female,1.54,93,39.2,3013,yoga,low,3,sedentary,1241.8,124.2,77.6,48.3
26,female,1.47,101,46.7,3404,bodyweight,low,3,sedentary,1465.3,146.5,109.9,48.8
31,male,1.87,52,14.9,2119,yoga,low,4,sedentary,2146.5,161.0,241.5,59.6
63,male,1.49,89,40.1,3717,strength,low,5,sedentary,1313.5,147.8,98.5,36.5
41,male,1.73,94,31.4,3640,cardio+strength,medium,4,moderate,2322.9,243.9,185.8,67.1
41,female,1.74,75,24.8,3450,yoga,low,2,light,2023.3,151.7,177.0,78.7
34,male,1.65,49,18.0,3556,cardio+strength,medium,5,moderate,2402.2,192.2,312.3,42.7
51,male,1.51,102,44.7,2208,yoga,low,3,sedentary,1556.5,155.7,97.3,60.5
25,male,1.85,61,17.8,1674,yoga,low,3,sedentary,2275.5,170.7,256.0,63.2
42,male,1.94,100,26.6,2327,bodyweight,low,3,sedentary,1909.0,190.9,143.2,63.6
55,male,1.87,78,22.3,2809,strength,low,3,sedentary,2014.5,176.3,201.5,56.0
61,male,1.49,95,42.8,3761,cardio,high,5,very active,2227.7,222.8,194.9,61.9
35,female,1.71,46,15.7,3906,yoga,low,4,sedentary,1731.3,129.8,194.8,48.1
48,female,1.51,64,28.1,2107,cardio,high,5,very active,1540.2,154.0,134.8,42.8
51,male,1.91,57,15.6,2671,yoga,low,4,sedentary,2116.5,158.7,238.1,58.8
49,female,1.89,78,21.8,3068,cardio+strength,medium,3,moderate,2410.6,192.8,253.1,69.6
56,female,1.74,105,34.7,1653,cardio,high,6,very active,2426.5,242.7,212.3,67.4
26,female,1.65,96,35.3,1658,yoga,low,2,light,1837.8,183.8,114.9,71.5
40,female,1.8,51,15.7,3446,cardio,high,6,very active,2497.7,187.3,343.4,41.6
32,female,1.46,83,38.9,2773,strength,low,5,sedentary,1205.8,135.7,90.4,33.5
32,female,1.88,57,16.1,2433,cardio+strength,medium,4,moderate,2507.2,200.6,325.9,44.6
23,female,1.94,101,26.8,2814,cardio+strength,medium,5,moderate,2517.1,264.3,201.4,72.7
32,female,1.75,56,18.3,2269,strength,low,3,sedentary,1899.3,166.2,237.4,31.7
43,male,1.91,97,26.6,3484,cardio+strength,medium,4,moderate,2528.3,265.5,202.3,73.0
63,female,1.86,110,31.8,2151,cardio,high,6,very active,2581.7,258.2,225.9,71.7
19,female,1.8,96,29.6,2055,yoga,low,4,sedentary,1694.8,169.5,105.9,65.9
64,male,1.54,70,29.5,1736,yoga,low,3,sedentary,1117.0,111.7,69.8,43.4
30,male,1.68,91,32.2,2315,cardio+strength,medium,5,moderate,2313.2,242.9,185.1,66.8
32,female,1.86,109,31.5,3125,strength,low,3,sedentary,1817.8,204.5,136.3,50.5
55,male,1.79,75,23.4,3025,cardio,high,6,very active,2757.8,206.8,310.3,76.6
46,female,1.54,105,44.3,3903,yoga,low,4,sedentary,1445.8,144.6,90.4,56.2
50,female,1.62,78,29.7,1870,cardio,high,5,very active,1883.1,188.3,164.8,52.3
33,male,1.64,65,24.2,3843,yoga,low,4,sedentary,1818.0,136.3,159.1,70.7
64,male,1.88,73,20.7,2346,yoga,low,3,sedentary,1908.0,143.1,167.0,74.2
32,female,1.71,46,15.7,3441,bodyweight,low,3,sedentary,1749.3,131.2,218.7,38.9
23,male,1.75,46,15.0,2416,bodyweight,low,3,sedentary,2032.5,152.4,254.1,45.2
31,female,1.81,80,24.4,3235,strength,low,4,sedentary,1938.3,169.6,193.8,53.8
39,female,1.68,72,25.5,3411,cardio+strength,medium,6,moderate,1691.7,177.6,135.3,48.9
34,female,1.74,45,14.9,3595,yoga,low,4,sedentary,1747.8,131.1,196.6,48.5
57,female,1.73,81,27.1,2722,cardio+strength,medium,4,moderate,1740.1,182.7,139.2,50.3
58,male,1.69,88,30.8,2632,cardio,high,5,very active,2348.4,234.8,205.5,65.2
55,female,1.88,78,22.1,2723,cardio+strength,medium,6,moderate,2354.5,188.4,247.2,68.0
27,male,1.71,75,25.6,1732,yoga,low,2,light,1822.0,182.2,113.9,70.9
53,female,1.78,62,19.6,1604,yoga,low,2,light,1796.4,134.7,157.2,69.9
56,female,1.95,78,20.5,3214,cardio,high,5,very active,2687.1,201.5,302.3,74.6
40,female,1.82,69,20.8,2905,cardio+strength,high,6,very active,2529.7,202.4,265.6,73.1
61,male,1.79,105,32.8,2968,cardio,high,5,very active,2723.6,272.4,238.3,75.7
47,female,1.87,68,19.4,2703,cardio,high,5,very active,2506.0,187.9,281.9,69.6
21,female,1.51,78,34.2,3789,cardio+strength,medium,3,moderate,1759.5,184.7,140.8,50.8
63,male,1.92,87,23.6,1865,cardio+strength,medium,3,moderate,2728.0,218.2,286.4,78.8
29,female,1.56,84,34.5,3222,cardio,high,6,very active,2103.0,210.3,184.0,58.4
65,female,1.64,82,30.5,3399,yoga,low,2,light,1368.6,136.9,85.5,53.2
22,female,1.48,54,24.7,3434,yoga,low,4,sedentary,1432.8,107.5,125.4,55.7
27,male,1.88,93,26.3,3670,strength,low,5,sedentary,1870.0,210.4,140.2,51.9
34,female,1.48,64,29.2,2062,cardio+strength,high,5,very active,1628.7,171.0,130.3,47.1
27,female,1.65,103,37.8,2086,yoga,low,2,light,1927.2,192.7,120.5,74.9
35,male,1.84,107,31.6,2862,cardio+strength,medium,3,moderate,2677.5,281.1,214.2,77.3
55,male,1.61,52,20.1,1519,cardio+strength,medium,4,moderate,1947.2,155.8,204.5,56.3
43,female,1.55,66,27.5,3860,cardio,high,6,very active,1661.0,166.1,145.3,46.1
63,male,1.69,56,19.6,2030,cardio,high,6,very active,2253.3,169.0,253.5,62.6
54,female,1.77,96,30.6,3257,strength,low,5,sedentary,1462.3,164.5,109.7,40.6
45,female,1.45,70,33.3,3028,strength,low,5,sedentary,964.3,108.5,72.3,26.8
15,female,1.83,69,20.6,1573,cardio+strength,medium,4,moderate,2476.5,198.1,260.0,71.5
58,male,1.76,76,24.5,2426,cardio,high,5,very active,2716.9,203.8,305.7,75.5
59,female,1.61,58,22.4,3071,cardio,high,6,very active,1949.7,146.2,219.3,54.2
47,female,1.53,50,21.4,2721,cardio,high,5,very active,1828.9,137.2,205.8,50.8
33,female,1.81,88,26.9,3276,yoga,low,2,light,1817.2,181.7,113.6,70.7
58,male,1.62,107,40.8,2971,cardio+strength,medium,4,moderate,2286.1,240.0,182.9,66.0
63,male,1.53,96,41.0,1578,yoga,low,2,light,1708.6,170.9,106.8,66.4
29,male,1.81,61,18.6,2365,cardio+strength,medium,4,moderate,2481.9,198.6,260.6,71.7
61,male,1.74,66,21.8,2004,cardio,high,5,very active,2496.9,187.3,280.9,69.4
38,male,1.64,77,28.6,3690,cardio,high,5,very active,2277.2,227.7,199.3,63.3
54,male,1.75,51,16.7,1942,cardio+strength,medium,4,moderate,2375.1,190.0,308.8,42.2
56,male,1.47,59,27.3,3207,bodyweight,low,3,sedentary,980.5,98.1,73.5,32.7
43,female,1.51,77,33.8,3443,cardio,high,5,very active,1807.6,180.8,158.2,50.2
59,male,1.55,46,19.1,2733,yoga,low,2,light,1565.8,117.4,137.0,60.9
41,male,1.78,79,24.9,3980,bodyweight,low,3,sedentary,2043.0,153.2,204.3,68.1
59,male,1.66,58,21.0,3595,cardio+strength,medium,6,moderate,2057.6,164.6,216.0,59.4
61,male,1.59,58,22.9,3538,yoga,low,4,sedentary,1528.5,114.6,133.7,59.4
27,male,1.84,70,20.7,2966,yoga,low,2,light,2365.0,177.4,206.9,92.0
60,female,1.6,50,19.5,3745,cardio+strength,medium,3,moderate,1610.5,128.8,169.1,46.5
46,male,1.79,106,33.1,2854,bodyweight,low,3,sedentary,1844.5,184.5,138.3,61.5
30,male,1.46,56,26.3,1952,yoga,low,3,sedentary,1093.0,109.3,68.3,42.5
51,female,1.52,56,24.2,3595,cardio,high,6,very active,1887.2,141.5,212.3,52.4
19,male,1.9,74,20.5,3370,yoga,medium,2,light,2526.6,189.5,221.1,98.3
33,female,1.68,57,20.2,2215,cardio+strength,high,6,very active,2232.2,178.6,234.4,64.5
17,female,1.63,85,32.0,3244,yoga,low,2,light,1731.3,173.1,108.2,67.3
62,male,1.5,50,22.2,1539,cardio+strength,high,5,very active,1953.6,156.3,205.1,56.4
23,male,1.61,101,39.0,2598,strength,low,3,sedentary,1787.5,201.1,134.1,49.7
61,male,1.64,88,32.7,2249,cardio+strength,medium,3,moderate,1987.8,208.7,159.0,57.4
22,female,1.65,103,37.8,2613,yoga,low,2,light,1961.6,196.2,122.6,76.3
39,female,1.85,66,19.3,1963,cardio,high,6,very active,2518.9,188.9,283.4,70.0
23,male,1.94,65,17.3,1924,yoga,low,3,sedentary,2403.0,180.2,270.3,66.8
41,female,1.85,101,29.5,2242,cardio,high,5,very active,2605.4,260.5,228.0,72.4
54,female,1.84,48,14.2,2035,yoga,low,2,light,1948.6,146.1,219.2,54.1
45,female,1.51,97,42.5,3305,cardio+strength,high,6,very active,2135.4,224.2,170.8,61.7
17,male,1.58,85,34.0,1550,cardio+strength,medium,4,moderate,2224.1,233.5,177.9,64.3
60,male,1.94,88,23.4,3626,cardio+strength,medium,5,moderate,2786.1,222.9,292.5,80.5
48,male,1.67,76,27.3,3473,cardio,high,5,very active,2206.1,220.6,193.0,61.3
37,female,1.52,51,22.1,1547,yoga,low,2,light,1531.8,114.9,134.0,59.6
56,male,1.7,105,36.3,3530,yoga,low,2,light,2026.6,202.7,126.7,78.8
25,male,1.83,86,25.7,2486,cardio,high,5,very active,2749.5,274.9,240.6,76.4
36,female,1.48,73,33.3,3754,cardio,high,6,very active,1766.7,176.7,154.6,49.1
56,female,1.65,75,27.5,1822,cardio+strength,medium,4,moderate,1577.4,165.6,126.2,45.6
44,female,1.85,102,29.8,1860,yoga,low,3,sedentary,1654.3,165.4,103.4,64.3
46,female,1.61,108,41.7,1572,yoga,low,4,sedentary,1534.3,153.4,95.9,59.7
21,female,1.66,45,16.3,1872,cardio,high,5,very active,2407.1,180.5,331.0,40.1
65,female,1.9,71,19.7,3368,cardio+strength,high,5,very active,2434.8,194.8,255.7,70.3
36,female,1.86,73,21.1,3361,bodyweight,low,3,sedentary,1861.8,139.6,186.2,62.1
36,female,1.81,91,27.8,3353,yoga,low,2,light,1837.8,183.8,114.9,71.5
22,male,1.83,73,21.8,1508,strength,low,4,sedentary,2122.5,185.7,212.2,59.0
36,female,1.86,82,23.7,3743,cardio,high,5,very active,2831.6,212.4,318.6,78.7
48,female,1.8,50,15.4,2172,cardio,high,5,very active,2411.4,180.9,331.6,40.2
46,male,1.86,97,28.0,1938,yoga,low,2,light,2122.8,212.3,132.7,82.6
31,male,1.54,95,40.1,2383,strength,low,3,sedentary,1615.0,181.7,121.1,44.9
44,male,1.81,58,17.7,3197,yoga,low,4,sedentary,2095.5,157.2,235.7,58.2
17,male,1.84,102,30.1,3373,cardio,high,6,very active,3105.2,310.5,271.7,86.3
57,male,1.93,45,12.1,3672,cardio+strength,medium,3,moderate,2433.2,194.7,316.3,43.3
62,male,1.73,100,33.4,3896,cardio+strength,medium,5,moderate,2253.2,236.6,180.3,65.1
45,male,1.8,67,20.7,2025,yoga,low,4,sedentary,1890.0,141.8,165.4,73.5
21,female,1.78,86,27.1,3564,yoga,low,2,light,1846.4,184.6,115.4,71.8
39,female,1.94,76,20.2,2620,yoga,medium,3,moderate,2505.6,187.9,219.2,97.4
40,female,1.94,102,27.1,2046,cardio+strength,high,6,very active,2728.3,286.5,218.3,78.8
23,female,1.75,110,35.9,2724,cardio,high,6,very active,2808.1,280.8,245.7,78.0
59,female,1.81,72,22.0,2322,yoga,low,2,light,1918.5,143.9,167.9,74.6
28,female,1.79,61,19.0,2228,yoga,low,2,light,1963.2,147.2,171.8,76.3
47,female,1.81,90,27.5,3803,cardio+strength,medium,3,moderate,2034.6,213.6,162.8,58.8
45,female,1.79,81,25.3,3230,yoga,low,4,sedentary,1351.3,135.1,84.5,52.6
15,male,1.46,63,29.6,1717,cardio,high,6,very active,2040.1,204.0,178.5,56.7
57,male,1.55,65,27.1,2673,cardio,high,6,very active,1809.3,180.9,158.3,50.3
58,female,1.52,52,22.5,2708,yoga,low,3,sedentary,1222.8,91.7,107.0,47.6
28,male,1.63,102,38.4,1919,yoga,low,3,sedentary,1784.5,178.5,111.5,69.4
54,male,1.82,94,28.4,2473,cardio+strength,medium,4,moderate,2309.4,242.5,184.8,66.7
47,female,1.8,51,15.7,3062,cardio,high,6,very active,2437.3,182.8,335.1,40.6
39,female,1.93,85,22.8,3761,cardio+strength,high,4,moderate,2635.4,210.8,276.7,76.1
18,male,1.82,70,21.1,3314,cardio,high,5,very active,3023.1,226.7,340.1,84.0
29,female,1.83,70,20.9,2292,cardio,high,6,very active,2652.6,198.9,298.4,73.7
33,female,1.54,54,22.8,2265,strength,low,5,sedentary,1411.8,123.5,141.2,39.2
26,male,1.64,99,36.8,2643,cardio,high,6,very active,2760.2,276.0,241.5,76.7
50,female,1.52,77,33.3,1523,yoga,high,4,moderate,1529.0,152.9,95.6,59.5
36,female,1.8,64,19.8,1663,yoga,low,4,sedentary,1708.8,128.2,149.5,66.5
24,female,1.75,83,27.1,3509,yoga,low,3,sedentary,1471.3,147.1,92.0,57.2
65,female,1.49,85,38.3,3652,strength,low,3,sedentary,1054.3,118.6,79.1,29.3
29,male,1.71,109,37.3,2152,cardio,high,5,very active,2982.3,298.2,261.0,82.8
41,female,1.5,73,32.4,2373,yoga,low,2,light,1289.6,129.0,80.6,50.2
57,female,1.62,82,31.2,2394,yoga,low,4,sedentary,1163.8,116.4,72.7,45.3
63,female,1.95,46,12.1,1969,strength,low,3,sedentary,1743.3,152.5,217.9,29.1
57,female,1.67,76,27.3,1663,yoga,low,3,sedentary,1129.3,112.9,70.6,43.9
58,female,1.64,59,21.9,3080,yoga,low,4,sedentary,1396.8,104.8,122.2,54.3
31,female,1.46,92,43.2,3606,yoga,low,4,sedentary,1319.8,132.0,82.5,51.3
47,female,1.69,82,28.7,2288,yoga,low,4,sedentary,1276.3,127.6,79.8,49.6
35,male,1.92,66,17.9,3703,strength,low,5,sedentary,2328.0,203.7,291.0,38.8
49,male,1.76,71,22.9,2373,cardio+strength,medium,4,moderate,2433.5,194.7,255.5,70.3
58,female,1.87,71,20.3,3702,yoga,low,4,sedentary,1713.3,128.5,149.9,66.6
59,female,1.77,54,17.2,2129,bodyweight,low,3,sedentary,1728.3,129.6,216.0,38.4
16,female,1.81,49,15.0,1858,strength,low,4,sedentary,1956.3,171.2,244.5,32.6
19,male,1.54,77,32.5,3785,cardio,high,6,very active,2333.3,233.3,204.2,64.8
19,male,1.91,97,26.6,3089,cardio+strength,medium,4,moderate,2714.3,285.0,217.1,78.4
43,female,1.67,47,16.9,3095,cardio,high,5,very active,2262.6,169.7,311.1,37.7
58,male,1.72,53,17.9,3898,cardio,high,6,very active,2577.0,193.3,354.3,43.0
17,male,1.63,109,41.0,1934,cardio+strength,high,6,very active,2999.6,315.0,240.0,86.7
33,female,1.75,81,26.4,3292,cardio,high,5,very active,2221.6,222.2,194.4,61.7
39,female,1.86,48,13.9,3441,yoga,low,2,light,2068.9,155.2,232.8,57.5
25,male,1.52,95,41.1,3735,cardio+strength,high,5,very active,2570.5,269.9,205.6,74.3
33,male,1.6,92,35.9,1545,cardio+strength,medium,3,moderate,2228.0,233.9,178.2,64.4
50,male,1.51,45,19.7,3845,bodyweight,low,3,sedentary,1378.5,103.4,137.8,46.0
53,female,1.72,55,18.6,2748,cardio+strength,medium,3,moderate,1858.5,148.7,195.1,53.7
28,female,1.56,110,45.2,2083,cardio+strength,medium,4,moderate,2249.7,236.2,180.0,65.0
25,male,1.56,77,31.6,2295,cardio+strength,medium,3,moderate,2018.8,212.0,161.5,58.3
22,male,1.79,51,15.9,3748,cardio+strength,medium,3,moderate,2661.8,212.9,346.0,47.3
44,male,1.6,53,20.7,2526,cardio,high,6,very active,2268.4,170.1,255.2,63.0
21,male,1.81,107,32.7,2855,yoga,low,4,sedentary,2021.5,202.2,126.3,78.6
37,male,1.79,75,23.4,1909,yoga,low,2,light,2322.0,174.2,203.2,90.3
33,male,1.9,85,23.5,3490,strength,low,5,sedentary,2253.0,197.1,225.3,62.6
43,female,1.76,84,27.1,3892,cardio,high,6,very active,2197.9,219.8,192.3,61.1
24,female,1.85,99,28.9,2190,cardio,high,5,very active,2717.6,271.8,237.8,75.5
15,female,1.57,73,29.6,3286,cardio,high,5,very active,2044.8,204.5,178.9,56.8
32,female,1.52,87,37.7,3465,strength,low,4,sedentary,1298.8,146.1,97.4,36.1
44,female,1.63,84,31.6,3494,yoga,low,3,sedentary,1273.3,127.3,79.6,49.5
50,male,1.54,55,23.2,2649,yoga,low,2,light,1742.8,130.7,152.5,67.8
23,male,1.58,54,21.6,1808,yoga,low,4,sedentary,1701.0,127.6,148.8,66.1
16,male,1.86,96,27.7,3916,cardio,high,6,very active,3031.9,303.2,265.3,84.2
28,male,1.73,105,35.1,2108,yoga,low,3,sedentary,1895.5,189.6,118.5,73.7
38,female,1.56,82,33.7,2048,cardio+strength,medium,3,moderate,1738.2,182.5,139.1,50.2
44,male,1.65,109,40.0,1543,cardio,high,6,very active,2788.3,278.8,244.0,77.5
57,male,1.87,66,18.9,3605,cardio,high,6,very active,2671.6,200.4,300.6,74.2
23,female,1.53,63,26.9,3480,cardio,high,5,very active,1760.2,176.0,154.0,48.9
37,male,1.56,107,44.0,2449,yoga,high,2,light,2064.4,206.4,129.0,80.3
19,female,1.63,50,18.8,2346,strength,low,3,sedentary,1515.3,132.6,151.5,42.1
48,female,1.64,103,38.3,1690,yoga,low,3,sedentary,1484.8,148.5,92.8,57.7
17,female,1.5,80,35.6,2578,cardio,high,5,very active,2072.8,207.3,181.4,57.6
52,male,1.64,93,34.6,2996,strength,low,4,sedentary,1540.0,173.2,115.5,42.8
52,male,1.71,93,31.8,2412,cardio+strength,high,5,very active,2508.0,263.3,200.6,72.5
